WD_YM,UTIZN_CO_APRVNO,CALT_METH_NM,WD_BANKCD,DPOST_BANKCD,TRNSR_REQ_AMT
201901,51000001,익일정산,VEA,JVP,2459479
201902,14001590,익일정산,JVP,VEA,698714
201902,12000184,익일정산,KYG,SHK,35720166
201901,17000411,익일정산,AIG,BVI,12485519
201901,12000032,익일정산,HZI,FLX,44927947
201902,20000253,익일정산,VEA,CVN,9224305
201902,17000020,익일정산,KYG,CAZ,1000
201901,12000191,익일정산,IUR,VEA,1600293
201901,12001361,익일정산,SHK,VEA,2062695
201901,11001298,익일정산,RII,BVI,35691201
201902,14001185,익일정산,SCD,BVI,2344829
201901,12000032,익일정산,FLX,FYT,2118118
201902,21900260,익일정산,CAZ,IEK,1957260
201901,15201342,익일정산,KYG,JVP,3279691
201901,21900374,익일정산,HZI,IEK,2279037
201901,12000748,익일정산,IUR,IEK,476568
201902,15201373,익일정산,BVI,BVI,49797780
201901,12000032,익일정산,RII,VEA,45459572
201901,12000032,익일정산,JVP,VEA,36106768
201901,12000212,익일정산,SHK,VEA,27085540
201901,20000042,익일정산,HZI,BVI,12524787
201901,12001046,익일정산,FLX,KYG,990582
201901,15201342,익일정산,KYG,JVP,2071706
201901,17000352,익일정산,FLX,CVN,934116
201901,14001275,익일정산,TGT,SHK,1737990
201901,15201245,익일정산,FLX,BVI,5839179
201901,51000001,익일정산,KYG,FYT,1604644
201901,12000153,익일정산,RII,JVP,2162759
201901,14001569,익일정산,JVP,BVI,1404741
201901,15200020,익일정산,VEA,CVN,1161322
201901,14001628,익일정산,QDF,VEA,42479
201901,12000890,익일정산,VEA,IEK,14827570
201901,12000357,익일정산,NXL,BVI,293043
201901,17000231,익일정산,CAZ,CVN,33184295
201902,15200217,익일정산,HZO,CVN,8122218
201901,15200217,익일정산,EEB,BVI,3236638
201901,12000191,익일정산,JVP,BVI,12318512
201901,12000298,익일정산,IEK,SHK,451232
201901,14001268,익일정산,EEB,CVN,3037500
201901,12000153,익일정산,CVN,CVN,5058739
201901,14001642,익일정산,EEB,SHK,785919
201901,12001240,익일정산,IEK,BVI,42433159
201902,14001590,익일정산,RII,BVI,9011510
201901,12001288,익일정산,CVN,ZVX,3202971
201901,12000869,익일정산,XIE,SHK,587519378
201902,50000001,익일정산,ZDD,VEA,1449156
201901,12000551,익일정산,IDN,BVI,863353
201901,15300456,익일정산,KCK,SHK,432931
201902,51000001,익일정산,KYG,CVN,1000
201901,14001642,익일정산,QDF,CVN,40142
201902,15300366,익일정산,VEA,SHK,6899934
201901,15200466,익일정산,IEK,RII,2419645
201901,15200307,익일정산,SHK,IEK,1000
201902,15200466,익일정산,HZI,CVN,53905308
201901,21900170,익일정산,VEA,VEA,16560063
201901,12000876,익일정산,EEB,JVP,8861742
201902,14001770,익일정산,EEB,JVP,2113226
201901,17000262,익일정산,ZDD,TGT,946327
201901,15200141,익일정산,VEA,IEK,17497527
201901,14001846,익일정산,IEK,IEK,940515
201901,12001060,익일정산,TGT,BVI,1000
201902,17000255,익일정산,CVN,BVI,2129570
201901,59000001,익일정산,KYG,CAZ,1000
201901,17000082,익일정산,JVP,BVI,41472437
201901,15201342,익일정산,BVI,AHN,1000
201901,20000066,익일정산,VEA,BVI,15942061
201901,12000364,익일정산,RII,VEA,964396
201901,12001288,익일정산,CVN,VEA,10557108
201901,12001112,익일정산,CVN,CVN,14462193
201901,52000001,익일정산,CVN,CVN,32216649
201901,51000001,익일정산,IEK,JVP,35039027
201901,12001288,익일정산,YCA,BVI,12425
201901,12001022,익일정산,VEA,VEA,2330817
201901,12001060,익일정산,ZVX,XIE,1386615
201901,12000568,익일정산,KYG,SHK,749246
201901,20000066,익일정산,RII,SHK,1782097
201901,12000032,익일정산,HZI,VEA,1084456
201901,15300380,익일정산,IUR,CVN,53419631
201902,14001417,익일정산,HZI,CVN,28184153
201901,20000080,익일정산,SMH,CVN,1298438
201901,20000132,익일정산,CVN,BVI,1000
201901,15201245,익일정산,CVN,VEA,16141680
201902,59000001,익일정산,KYG,CAZ,1000
201901,17000255,익일정산,JVP,QDF,1144951
201901,14000780,익일정산,EEB,SHK,1517903
201901,12000298,익일정산,BVI,XIE,66242
201902,14001635,익일정산,CVN,BVI,37595383
201901,14001846,익일정산,IUR,VEA,1250017
201902,15201342,익일정산,RII,CBX,1000
201901,15201456,익일정산,CVN,FLX,43369526
201902,21900011,익일정산,JVP,SHK,13813685
201901,15201456,익일정산,VEA,CVN,14976702
201901,14001701,익일정산,FLX,CVN,10502566
201901,15201342,익일정산,KYG,TGT,1000
201901,15300335,익일정산,VEA,CVN,11571959
201901,21000032,익일정산,CAZ,ZVX,2055531
201901,12000032,익일정산,CVN,VEA,12413403
201901,50000001,익일정산,TGT,EEB,1000
201902,12000267,익일정산,VEA,VEA,34746887
201901,15201342,익일정산,CVN,AHN,13087861
201901,15600011,익일정산,CBX,CVN,200191
201901,12000658,익일정산,EEB,JVP,1000
201901,14001943,익일정산,KCK,BVI,739562
201901,12001271,익일정산,AHN,SHK,804405
201901,53000001,익일정산,CAZ,CVN,1000
201902,12000191,익일정산,VEA,CVN,254409
201901,17000307,익일정산,KYG,SHK,249310
201901,50000001,익일정산,TGT,EEB,1000
201901,12000281,익일정산,SHK,VEA,1728157
201902,12000326,익일정산,QDF,SHK,27509762
201901,15201342,익일정산,KYG,ZDD,1000
201901,12000364,익일정산,IEK,VEA,910840
201901,23000029,익일정산,QOB,RII,680306
201902,15200570,익일정산,JVP,SHK,1851584
201901,21900170,익일정산,QDF,VEA,2067747
201901,12000838,익일정산,IEK,QDF,3096784
201901,15200594,익일정산,SHK,QDF,12408167
201902,14001808,익일정산,VEA,CVN,860066
201901,14001846,익일정산,AIG,BVI,2492124
201901,17000082,익일정산,TGT,CVN,1282561
201901,14001701,익일정산,GPM,BVI,1000
201901,12000236,익일정산,XIE,BVI,1103598
201902,50000001,익일정산,IEK,HZI,11742353
201901,17000262,익일정산,RLM,BVI,1000
201901,12000575,익일정산,HQI,SHK,1763955
201901,12001361,익일정산,CVN,CVN,36882853
201901,12000018,익일정산,CAZ,IEK,6799994
201901,17000255,익일정산,AIG,BVI,1463214
201901,12001316,익일정산,ZDD,CVN,1150542
201902,17000307,익일정산,IUR,VEA,1863291
201901,12000267,익일정산,RBR,TGT,2301495
201901,14001431,익일정산,HZO,SHK,1213046
201901,11001212,익일정산,AHN,VEA,7278052
201901,14001628,익일정산,GPM,XIE,1887839
201901,20000350,익일정산,AHN,QDF,1248595
201901,50000001,익일정산,BVI,HZI,2503735
201901,15600042,익일정산,IUR,CVN,135782
201901,12000890,익일정산,JVP,SHK,2030517
201901,17000279,익일정산,XIE,BVI,820413
201901,17000411,익일정산,VEA,QDF,39768234
201901,14001628,익일정산,JVP,VEA,3352534
201901,17000262,익일정산,GPM,BVI,395878
201901,14001877,익일정산,HZO,VEA,8306471
201901,14001569,익일정산,JVP,IEK,16682948
201902,14001268,익일정산,HZO,VEA,2237234
201901,12000388,익일정산,JVP,JVP,1000
201901,12001354,익일정산,TGT,BVI,1237020
201901,15201342,익일정산,KYG,ZDD,1000
201901,20000163,익일정산,RII,VEA,172979
201901,12000184,익일정산,SCD,IEK,1705742
201901,21700024,익일정산,RII,VEA,1000
201901,20000222,익일정산,VEA,JVP,505953
201901,15201342,익일정산,AHN,JVP,204292
201901,15201456,익일정산,ZDD,BVI,28500783
201901,14001877,익일정산,AHN,SHK,2104532
201901,12001053,익일정산,IEK,SHK,46068887
201901,15200525,익일정산,CAZ,BVI,2657486
201901,50000001,익일정산,KYG,IUR,40182
201901,15300335,익일정산,CVN,IEK,15234516
201901,15201342,익일정산,SHK,JVP,1000
201901,21000018,익일정산,VEA,CVN,28164021
201901,53000001,익일정산,KYG,HZO,1000
201901,15201463,익일정산,JVP,CVN,7762883
201901,15201342,익일정산,AHN,XIE,860614
201901,12000032,익일정산,HZI,QDF,10838586
201901,12000689,익일정산,RII,SHK,12524651
201901,21900329,익일정산,VEA,BVI,2561032
201901,20000222,익일정산,JVP,IEK,13130389
201901,17000158,익일정산,FLX,CVN,488267
201901,20000035,익일정산,RII,IEK,699126
201901,17000390,익일정산,CAZ,SHK,1000
201901,14001718,익일정산,CVN,IEK,1000
201901,12001288,익일정산,VEA,IEK,1141550
201902,12000032,익일정산,HZO,XIE,1000
201901,12000032,익일정산,JVP,ZVX,3996431
201901,20000011,익일정산,JVP,SHK,323270
201901,12000032,익일정산,HZI,HZI,23902353
201902,12001202,익일정산,SHK,BVI,1000
201901,15600042,익일정산,AIG,ZVX,382206
201901,15201162,익일정산,JOR,CVN,1000
201901,12000018,익일정산,HZO,CVN,1254960
201901,50000001,익일정산,CVN,EEB,1000
201901,12000250,익일정산,JOR,IEK,4766281
201901,15201342,익일정산,HZO,HZO,1000
201901,50000001,익일정산,RBR,CVN,1000
201901,12001257,익일정산,IUR,SHK,3248894
201901,12000911,익일정산,SCD,IEK,1000
201901,12000063,익일정산,VEA,CVN,270837420
201901,17000404,익일정산,RII,BVI,1000
201902,15201342,익일정산,KYG,HZO,1000
201901,14001770,익일정산,KYG,CVN,1543870
201901,20000028,익일정산,CVN,CVN,14041044
201901,59000001,익일정산,XIE,SHK,1110078
201901,17000390,익일정산,CAZ,CVN,1000
201901,12000911,익일정산,SHK,BVI,2016710
201901,12000610,익일정산,QDF,BVI,1440584
201901,17000262,익일정산,GPM,BVI,1613846
201901,15200307,익일정산,JVP,SHK,10139323
201901,51000001,익일정산,JOR,BVI,112789149
201901,15200134,익일정산,CVN,JVP,1746975
201901,12000388,익일정산,SHK,CAZ,1000
201902,12000634,익일정산,HZI,VEA,19161133
201901,12000032,익일정산,CVN,ZVX,11278613
201901,12000212,익일정산,KYG,CVN,965218733
201901,15201342,익일정산,HZO,XIE,1313696
201901,12000928,익일정산,JOR,IEK,1000
201901,14001493,익일정산,KYG,BVI,121336
201901,20000118,익일정산,KYG,KYG,42866709
201902,15201276,익일정산,IEK,IEK,9584135
201901,12000267,익일정산,ZFS,BVI,341950
201901,15200141,익일정산,QDF,KYG,526976
201901,12000689,익일정산,IDN,BVI,2573361
201902,50000001,익일정산,QDF,KYG,1000
201901,15201342,익일정산,IUR,XIE,874319
201901,53000001,익일정산,CVN,CVN,1000
201902,20000374,익일정산,CVN,SHK,900177
201901,12000212,익일정산,IUR,CVN,1356003
201901,21900170,익일정산,JVP,VEA,13813760
201902,17000262,익일정산,CAZ,SHK,2982091
201901,14001846,익일정산,EEB,BVI,1164703
201901,12000032,익일정산,HZI,FLX,41836503
201901,20000035,익일정산,IEK,TGT,2613910
201901,15201245,익일정산,EEB,SHK,2602336
201902,21900035,익일정산,TGT,CVN,1000
201901,50000001,익일정산,IDN,HZO,1000
201901,15201342,익일정산,SHK,TGT,559249
201901,50000001,익일정산,KYG,HZO,1000
201901,21000070,익일정산,EEB,BVI,23700226
201901,15201342,익일정산,IUR,AHN,1000
201901,17000307,익일정산,SCD,BVI,1683522
201901,15300456,익일정산,KYG,CVN,978649
201901,14001635,익일정산,QOB,KYG,796260
201901,15201342,익일정산,KYG,HZO,1000
201901,53000001,익일정산,TGT,IEK,453674
201901,15300335,익일정산,CVN,SHK,633372
201901,17000442,익일정산,RII,SHK,1112031
201901,12000641,익일정산,TGT,BVI,1046566
201901,14001666,익일정산,EEB,CVN,1000
201901,14001846,익일정산,IUR,KYG,433560
201901,15600011,익일정산,KFW,BVI,2762166
201902,26000013,익일정산,RII,ZDD,991268
201901,15201155,익일정산,HZO,XIE,1067934
201901,11000699,익일정산,VEA,CVN,597751
201901,20000471,익일정산,JVP,BVI,1000
201901,15201155,익일정산,KYG,ZDD,1000
201901,14001365,익일정산,KYG,FYT,6939377
201901,14001822,익일정산,VEA,IEK,1238844
201901,14001666,익일정산,JVP,CVN,1000
201901,12001008,익일정산,JVP,CVN,5311823
201901,12000243,익일정산,JVP,ZVX,181455
201901,12000032,익일정산,JVP,FLX,17865555
201902,14001718,익일정산,ZVX,CBX,22934986
201901,12000032,익일정산,VEA,FLX,61612150
201901,15600011,익일정산,SHK,BVI,50464362
201901,17000286,익일정산,TGT,SHK,66982077
201901,15201456,익일정산,CVN,JVP,1092234
201902,12000904,익일정산,ZVX,IEK,455389
201901,50000001,익일정산,AHN,KYG,6358960
201902,15200127,익일정산,WHF,BVI,1285581
201901,15200428,익일정산,IUR,IEK,1318826
201901,15200020,익일정산,ZVX,BVI,1151516
201901,17000390,익일정산,NXL,BVI,3179532
201901,20000118,익일정산,CAZ,VEA,456029
201901,12000032,익일정산,JOR,FYT,12789239
201902,11001212,익일정산,QDF,XIE,480842
201902,12000838,익일정산,FYT,SHK,333718
201901,15201214,익일정산,AIG,CVN,1000
201901,17000338,익일정산,JVP,ZVX,7929322
201901,12000672,익일정산,JVP,BVI,2028966
201901,12000319,익일정산,CVN,ZVX,2556407
201901,15200435,익일정산,CBX,VEA,1260380
201901,50000001,익일정산,AIG,IEK,1000
201902,12001385,익일정산,SHK,JVP,3711744
201901,12000627,익일정산,VEA,CVN,31025469
201901,15600011,익일정산,FLX,BVI,2310252
201901,51000001,익일정산,VEA,CVN,1000
201901,15200466,익일정산,XIE,BVI,12113235
201901,11001298,익일정산,QDF,BVI,783749
201901,17000013,익일정산,JVP,BVI,216093231
201901,12000814,익일정산,SHK,VEA,31549506
201901,21000032,익일정산,JVP,VEA,14530529
201901,15201245,익일정산,IEK,BVI,1529028
201901,12001288,익일정산,FLX,VEA,475126
201901,12000689,익일정산,KFW,BVI,970477
201901,12000627,익일정산,GPM,BVI,1000
201901,12000852,익일정산,SHK,FYT,1000
201901,12000689,익일정산,RII,IEK,826616
201901,12000032,익일정산,JVP,VEA,12187036
201901,12000018,익일정산,EEB,JVP,216812
201901,21900170,익일정산,HZI,IEK,75816523
201901,23000029,익일정산,EEB,EEB,1000
201901,14001431,익일정산,EEB,BVI,37933727
201901,14000728,익일정산,ZVX,IEK,28765948
201901,17000307,익일정산,SMH,BVI,7812761
201901,15201124,익일정산,EEB,CVN,26484994
201901,14000690,익일정산,CAZ,IEK,2266338
201901,12000641,익일정산,VEA,IEK,426259
201901,14001590,익일정산,SHK,BVI,1864736
201901,17000345,익일정산,FYT,KYG,291581
201901,11001063,익일정산,FLX,CVN,1000
201901,15201342,익일정산,CAZ,ZDD,781401
201901,20000011,익일정산,CAZ,SHK,750757
201901,14001808,익일정산,SHK,XIE,24696172
201901,12000032,익일정산,JVP,SHK,45817362
201901,12000928,익일정산,IEK,CVN,725452
201901,12001288,익일정산,JVP,BVI,799951
201901,12001008,익일정산,JVP,IEK,27805246
201901,15200141,익일정산,JVP,CVN,2959756
201901,15200369,익일정산,IUR,RII,1513267
201902,14001808,익일정산,HZI,VEA,82286598
201902,12000357,익일정산,CVN,FYT,156240
201901,15700018,익일정산,VEA,FLX,3569403
201901,14001628,익일정산,IUR,TGT,321051
201901,15201342,익일정산,FLX,SHK,3123747
201902,14001417,익일정산,TGT,JVP,790201
201901,12000267,익일정산,VEA,VEA,19833421
201901,21000049,익일정산,HZO,VEA,1000
201901,14001628,익일정산,EEB,SHK,296842
201901,11001212,익일정산,TGT,SHK,1000
201901,15201342,익일정산,KYG,XIE,1000
201901,15200435,익일정산,KYG,JVP,1000
201901,11000699,익일정산,CVN,VEA,19997048
201901,21900374,익일정산,VEA,IEK,7129520
201901,12000582,익일정산,HZI,QDF,957619
201901,20000253,익일정산,KYG,CVN,1000
201901,11001298,익일정산,JOR,VEA,790027
201901,21700024,익일정산,EEB,JVP,187137
201902,11900104,익일정산,FLX,BVI,1248459
201901,12000274,익일정산,ZDD,FYT,3247793
201901,14000780,익일정산,TGT,IEK,935406
201901,14001268,익일정산,IDN,BVI,1000
201901,21900260,익일정산,GPM,BVI,825604
201901,15201342,익일정산,EEB,FLX,2103525
201901,23000029,익일정산,BVI,ZDD,1000
201901,50000001,익일정산,AHN,IUR,69071548
201901,12001288,익일정산,JVP,IEK,1000
201901,21900170,익일정산,SHK,VEA,21785480
201901,53000001,익일정산,JVP,VEA,1000
201901,12000032,익일정산,QDF,VEA,41869328
201901,14001185,익일정산,KYG,JVP,1181113
201902,15200556,익일정산,JVP,VEA,61531833
201901,15201342,익일정산,KYG,XIE,1000
201901,12000793,익일정산,IGI,BVI,843417
201901,15700018,익일정산,AIG,SHK,1340632
201901,12000793,익일정산,JVP,SHK,1000
201901,15300449,익일정산,JVP,CVN,216942
201901,14001787,익일정산,QDF,ZVX,1495274
201901,20000419,익일정산,VEA,CVN,3653887
201901,15201155,익일정산,ZVX,CVN,2767616
201901,12001288,익일정산,EEB,CVN,2367656
201902,21900035,익일정산,NXL,BVI,2440535
201902,17000158,익일정산,FYT,SHK,14750234
201901,12000032,익일정산,CVN,ZVX,2142890
201901,12000191,익일정산,VEA,BVI,73081959
201901,11000042,익일정산,IEK,BVI,1000
201901,15200985,익일정산,IUR,SHK,11446212
201901,12000032,익일정산,HZI,QDF,74747821
201901,15300425,익일정산,JVP,IEK,5432942
201901,15600011,익일정산,FLX,BVI,217310
201902,17000411,익일정산,VEA,IEK,412610
201902,15200369,익일정산,SHK,IEK,11677415
201901,11001063,익일정산,HZI,CVN,549827
201902,14001943,익일정산,IUR,JVP,8031574
201901,15201245,익일정산,KYG,CVN,2892308
201901,20000028,익일정산,EEB,CVN,1000
201901,12000281,익일정산,IUR,JVP,1181112
201901,20000211,익일정산,JVP,CVN,1416345
201901,12000641,익일정산,JVP,IEK,14016032
201901,14001846,익일정산,FYT,SHK,1000
201901,15300342,익일정산,VEA,VEA,28947133
201901,15201162,익일정산,HZO,FYT,44381818
201901,12000267,익일정산,ZFS,BVI,236602
201901,15300328,익일정산,JVP,CVN,15337095
201901,51000001,익일정산,VEA,CAZ,2423872
201901,11000097,익일정산,QDF,CVN,12563559
201901,14001611,익일정산,JVP,JVP,1000
201901,17000020,익일정산,SHK,IEK,1000
201901,12000599,익일정산,IDN,BVI,1779403
201901,14001185,익일정산,IEK,JVP,1000
201901,17000345,익일정산,IUR,IEK,435870
201901,12000696,익일정산,AIG,BVI,1211454
201901,15200321,익일정산,CVN,JVP,1000
201901,12000665,익일정산,HZO,CVN,604240
201901,12000762,익일정산,IDN,BVI,2168636
201901,17000279,익일정산,FYT,BVI,1000
201902,15200224,익일정산,KYG,CAZ,1825674
201901,15201214,익일정산,CVN,ZVX,882283
201901,12001219,익일정산,JVP,VEA,1000
201901,14001943,익일정산,IUR,BVI,8506006
201901,15201342,익일정산,VEA,CAZ,2996827
201902,20000211,익일정산,SCD,SHK,1147419
201901,14001846,익일정산,HZI,VEA,1091863
201901,20000066,익일정산,HZO,SHK,1000
201901,20000367,익일정산,VEA,BVI,7180929
201901,14001538,익일정산,KFW,BVI,1000
201901,51000001,익일정산,KYG,SHK,737092
201901,14000915,익일정산,AIG,SHK,1303793
201902,15600042,익일정산,ZVX,CVN,5380609
201901,20000523,익일정산,VEA,VEA,1000
201901,15600028,익일정산,JVP,CVN,27122223
201901,17000473,익일정산,IUR,BVI,3149299
201902,12000582,익일정산,JVP,VEA,31562547
201902,14001538,익일정산,TGT,SHK,512980
201901,14001912,익일정산,QDF,CVN,858768
201901,15201342,익일정산,AHN,ZDD,1000
201901,12000319,익일정산,VEA,SHK,2570727
201901,15200217,익일정산,HZI,SHK,74785741
201901,15201342,익일정산,KYG,HZO,865190
201902,12001022,익일정산,AIG,HZI,354572
201901,21000032,익일정산,TGT,BVI,3197028
201902,14001310,익일정산,QDF,VEA,2385661
201901,26000013,익일정산,YCA,BVI,1220605
201901,11001298,익일정산,XIE,VEA,2749604
201901,14000517,익일정산,SHK,BVI,2453213
201901,15201155,익일정산,RBR,BVI,1000
201901,15200248,익일정산,HZO,CVN,1282809
201902,50000001,익일정산,JVP,RII,34908532
201901,50000001,익일정산,AHN,RII,1000
201901,15201342,익일정산,QDF,CVN,1632167
201901,18000010,익일정산,IUR,VEA,3331285
201901,51000001,익일정산,IEK,CVN,2329804
201901,20000042,익일정산,CVN,AHN,855511
201902,15201214,익일정산,VEA,JVP,1000
201901,14001185,익일정산,XIE,BVI,63021879
201901,12001288,익일정산,JVP,CVN,9450533
201901,21700024,익일정산,HZO,KYG,1278452
201902,20000028,익일정산,QDF,CVN,1000
201901,17000352,익일정산,JVP,SHK,521557
201901,15201449,익일정산,IEK,SHK,34055532
201901,50000001,익일정산,AHN,RII,1000
201901,17000134,익일정산,ZFS,BVI,1440078
201901,50000001,익일정산,KYG,JVP,2831748
201902,21900260,익일정산,KYG,SHK,1121298
201901,12000243,익일정산,RII,SHK,4887981
201901,12000997,익일정산,SHK,ZVX,21509289
201901,12001288,익일정산,HQI,BVI,16499404
201901,15201155,익일정산,XIE,SHK,1107152
201901,15201214,익일정산,EEB,VEA,302271
201901,17000307,익일정산,SCD,BVI,436326
201901,14001365,익일정산,SHK,FYT,1000
201901,15200127,익일정산,VEA,CVN,6790850
201902,12001385,익일정산,KCK,CVN,736250
201901,51000001,익일정산,CVN,BVI,34037339
201901,12000302,익일정산,SHK,SHK,565698
201901,12001354,익일정산,JVP,SHK,791723
201902,12000520,익일정산,IUR,CVN,2992952
201901,50000001,익일정산,VEA,HZI,35042024
201901,11900104,익일정산,JVP,BVI,172033698
201901,15600028,익일정산,JVP,VEA,95552387
201901,50000001,익일정산,RBR,EEB,363782
201901,12000568,익일정산,CVN,VEA,610097
201902,20000011,익일정산,KYG,SHK,3418536
201901,14000915,익일정산,IDN,SHK,169123
201901,14000801,익일정산,KYG,IEK,993884
201901,20000011,익일정산,ZDD,SHK,1456059
201901,17000442,익일정산,JVP,EEB,554561
201901,12000634,익일정산,KYG,VEA,1000
201901,20000253,익일정산,IEK,KYG,1080593
201901,14000797,익일정산,FLX,AHN,1000
201901,12000395,익일정산,JVP,XIE,1068448
201901,12000928,익일정산,JVP,BVI,11312350
201901,14001756,익일정산,NXL,VEA,1000
201901,12000395,익일정산,KYG,RII,38607
201902,12001039,익일정산,JVP,JVP,40898974
201901,12001264,익일정산,QDF,HZI,36171490
201901,14001718,익일정산,VEA,CVN,9383761
201901,15201342,익일정산,SHK,AHN,371366
201901,21900374,익일정산,RII,RII,1000
201901,12000717,익일정산,HZO,CVN,1000
201901,15200466,익일정산,IEK,SHK,1915941
201901,12000520,익일정산,JVP,JVP,1000
201901,21900149,익일정산,SHK,CVN,1435578
201901,15200428,익일정산,BVI,BVI,468804
201901,20000080,익일정산,VEA,BVI,15207311
201901,11900111,익일정산,CAZ,XIE,1000
201901,50000001,익일정산,KYG,HZI,1182674
201901,17000411,익일정산,IEK,BVI,45753285
201901,17000338,익일정산,GPM,EEB,6675672
201901,11000741,익일정산,CBX,JVP,2122441
201902,15201373,익일정산,IDN,BVI,791820
201901,12000319,익일정산,YCA,BVI,1000
201901,15300328,익일정산,QDF,CVN,11710830
201901,53000001,익일정산,CAZ,VEA,36427139
201902,14000801,익일정산,VEA,BVI,226797286
201901,11001298,익일정산,ZDD,JVP,1000
201902,15201418,익일정산,ZVX,SHK,1000
201901,14000915,익일정산,HZO,KYG,843819
201901,14001417,익일정산,KYG,BVI,803432
201902,12001288,익일정산,JVP,CVN,5273958
201901,14001635,익일정산,CAZ,SHK,1550866
201902,12001271,익일정산,VEA,KYG,1000
201901,12000274,익일정산,TGT,CVN,1992473
201901,15201155,익일정산,EEB,CVN,315003
201902,12001240,익일정산,ZDD,BVI,1821495
201901,51000001,익일정산,JVP,VEA,5995809
201901,12000032,익일정산,FLX,ZVX,10939866
201901,15200556,익일정산,SHK,IEK,3319164
201901,11000097,익일정산,KFW,BVI,1000
201901,12000869,익일정산,FLX,CVN,3001437
201901,15201456,익일정산,VEA,CVN,43894901
201901,14001538,익일정산,CVN,SHK,1000
201901,15201342,익일정산,KYG,TGT,1000
201901,12000658,익일정산,KYG,JVP,1450596
201901,12000551,익일정산,KFW,BVI,1000
201901,15200103,익일정산,CBX,BVI,1000
201901,12000032,익일정산,RII,VEA,1000
201901,20000028,익일정산,KYG,CVN,1587746
201901,12001309,익일정산,CVN,CVN,8509099
201902,14001642,익일정산,ZVX,IEK,1382452
201901,12000236,익일정산,SMH,SHK,395725779
201901,15201342,익일정산,VEA,FYT,1869324
201902,20000042,익일정산,VEA,SHK,2794497
201901,15201342,익일정산,XIE,CVN,1000
201901,51000001,익일정산,IGI,FYT,1000
201902,50000001,익일정산,AHN,HZI,2093304
201901,22000091,익일정산,BVI,JVP,1000
201901,12001392,익일정산,PNA,SHK,1000
201901,50000001,익일정산,IEK,RII,82823
201901,15201155,익일정산,BVI,KYG,28238544
201901,12000212,익일정산,HZI,VEA,1000
201901,21900329,익일정산,HZI,BVI,1083191
201901,17000411,익일정산,VEA,BVI,15688266
201901,21900329,익일정산,HZO,SHK,27006322
201901,12000520,익일정산,KYG,SHK,1000
201901,14001251,익일정산,CVN,FYT,1000
201901,12000658,익일정산,JOR,CVN,24902202
201902,12000696,익일정산,CVN,KYG,766128
201902,12000229,익일정산,JVP,CVN,1000
201901,17000110,익일정산,VEA,VEA,81730249
201901,11001212,익일정산,YCA,BVI,1162083
201901,15201214,익일정산,JVP,JVP,68141521
201901,12000582,익일정산,CAZ,SHK,1000
201902,15200110,익일정산,FYT,JVP,1000
201901,14001666,익일정산,QDF,SHK,1997495
201901,50000001,익일정산,KYG,IUR,1000
201902,12001288,익일정산,JVP,CVN,27845854
201901,14001538,익일정산,SMH,SHK,635854
201901,14001185,익일정산,JVP,BVI,115918473
201901,15201162,익일정산,JVP,BVI,1762869
201901,11900104,익일정산,JVP,IEK,1000
201901,20000374,익일정산,HZI,RII,32988155
201901,15201342,익일정산,CAZ,HZO,1647359
201901,12001361,익일정산,VEA,IEK,26764138
201901,12000032,익일정산,CVN,JVP,1000
201901,51000001,익일정산,BVI,AHN,1100224
201902,12000582,익일정산,KYG,CVN,1000
201902,12000281,익일정산,RII,BVI,1000
201901,20000028,익일정산,HZI,IEK,1474113
201901,15200141,익일정산,QDF,CVN,1000
201901,22000091,익일정산,KYG,FYT,1263016
201902,12000025,익일정산,CAZ,IUR,2431469
201901,12000575,익일정산,BVI,BVI,499217
201901,12000032,익일정산,JVP,ZVX,14392881
201901,12000575,익일정산,XIE,BVI,1836588
201901,17000262,익일정산,JOR,BVI,798441
201901,15201342,익일정산,SHK,CVN,1000
201901,14001275,익일정산,KYG,JVP,1000
201901,17000262,익일정산,FLX,XIE,1219560
201901,12000063,익일정산,QDF,IEK,13196888
201901,15300311,익일정산,ZVX,CVN,928537
201901,15201342,익일정산,ZVX,BVI,9631490
201901,50000001,익일정산,AHN,KYG,1000
201901,11001063,익일정산,SHK,SHK,7448216
201901,14001275,익일정산,JVP,VEA,415536
201901,12000018,익일정산,HZI,JVP,516025
201901,21900149,익일정산,IGI,CVN,1379518
201901,12000814,익일정산,AIG,FYT,706598
201901,15201487,익일정산,IUR,BVI,7380908
201901,15300449,익일정산,JVP,IEK,18914931
201901,12000904,익일정산,JVP,CVN,11564776
201902,59000001,익일정산,SHK,JVP,2738345
201901,12000575,익일정산,ZDD,BVI,1000
201901,14000915,익일정산,IDN,BVI,949928
201901,15201342,익일정산,ZVX,TGT,1000
201901,20000253,익일정산,EEB,CVN,13214029
201901,50000001,익일정산,QDF,QDF,2156854
201901,14001569,익일정산,QDF,JVP,1010717
201901,14000690,익일정산,IEK,IEK,1000
201901,17000279,익일정산,VEA,BVI,3970863
201901,17000404,익일정산,JVP,BVI,69691316
201902,50000001,익일정산,VEA,FYT,1000
201901,15200594,익일정산,JVP,SHK,7212513
201901,12000032,익일정산,SHK,VEA,74588
201901,12000063,익일정산,FYT,SHK,43117998
201901,50000001,익일정산,HZO,KYG,1000
201901,12001288,익일정산,QDF,VEA,35650064
201901,14001635,익일정산,HZO,HZI,1044906
201901,15201342,익일정산,KYG,ZDD,67044955
